NR_046018.2	DDX11L1
XR_001748348.2	LOC105369464
XR_947960.3	LOC105369464
NM_033135.4	PDGFD
XR_428991.3	LOC102723879
XR_001748077.2	LOC102723879
NR_120585.1	LINC02552
XR_947965.3	LOC105369466
XR_007062985.1	LOC107984380
NR_034068.3	CASP12
NR_034066.3	CASP12
NR_034067.3	CASP12
NR_034065.3	CASP12
NR_034064.3	CASP12
NR_034063.3	CASP12
NR_034061.3	CASP12
NR_034071.3	CASP12
NR_034070.3	CASP12
NR_034079.1	CASP4LP
NR_034078.1	CASP4LP
NM_033306.3	CASP4
XM_011543019.2	CASP4
XR_007062986.1	LOC124902813
NR_036562.3	CASP5
NR_024239.3	CASP5
NM_001136110.3	CASP5
NM_001136109.3	CASP5
NM_001136112.3	CASP5
XR_007062869.1	LOC124902742
XM_017018395.2	CASP1
XM_017018394.2	CASP1
NM_033295.4	CASP1
NM_033294.4	CASP1
NM_033293.4	CASP1
NM_001223.5	CASP1
NM_033292.4	CASP1
XM_017018393.2	CASP1
NM_001257119.3	CASP1
XM_017018396.2	CASP1
XM_047427675.1	CASP1
NM_001394580.1	CARD16
XR_001748352.2	LOC107984381
NR_131905.1	CASP1P2
NR_172520.1	CARD17
XR_007062871.1	LOC105369468
XR_007062870.1	LOC105369468
XR_947973.2	LOC105369468
XR_001748356.1	LOC105369468
XR_001748357.1	LOC105369468
XR_001748360.1	LOC105369468
XR_001748359.2	LOC105369468
XR_001748358.2	LOC105369468
XR_007062872.1	LOC105369469
XR_001748355.2	LOC105369469
NR_046356.2	GRIA4
XM_006718823.3	GRIA4
XM_024448454.2	GRIA4
XM_047426831.1	GRIA4
NM_001077243.3	GRIA4
XM_005271518.4	GRIA4
XM_017017610.3	GRIA4
NM_001077244.2	GRIA4
XM_017017609.2	GRIA4
NM_001112812.2	GRIA4
XM_024448455.2	GRIA4
XM_011542777.4	GRIA4
XM_017017611.3	GRIA4
XR_007062873.1	LOC124902743
XM_047427709.1	MSANTD4
XM_017018416.2	MSANTD4
XM_017018417.2	MSANTD4
XM_011543022.4	MSANTD4
NM_001318750.1	MSANTD4
NM_001318749.1	MSANTD4
NM_001318748.1	MSANTD4
NM_001318747.1	MSANTD4
NM_152433.4	KBTBD3
NM_001330359.2	KBTBD3
XM_006718767.4	KBTBD3
XM_011542618.3	KBTBD3
NR_135099.1	LINC02719
NR_120552.1	LOC101928535
NR_120551.1	LOC101928535
XR_947985.1	LOC105369474
XR_007062874.1	LOC124902744
NM_001256424.2	GUCY1A2
XR_002957264.2	LOC112268081
XR_947986.3	LOC105369475
XR_001748363.2	LOC105369477
XR_007062875.1	LOC124902745
XR_007062452.1	CWF19L2
XM_047426419.1	CWF19L2
XM_011542620.4	CWF19L2
NR_165422.1	ALKBH8
NR_165424.1	ALKBH8
NR_165425.1	ALKBH8
NR_165421.1	ALKBH8
NR_165423.1	ALKBH8
NR_165426.1	ALKBH8
NM_001378133.1	ALKBH8
XM_047427870.1	ALKBH8
NM_001301010.3	ALKBH8
XM_047427871.1	ALKBH8
XM_017018557.2	ALKBH8
NM_001308018.2	ELMOD1
NM_001130037.2	ELMOD1
XM_047427146.1	SLC35F2
XR_007062876.1	LOC124902746
XR_007062877.1	LOC124902747
XM_017018363.3	CUL5
XM_005271682.3	CUL5
XM_047427640.1	CUL5
XM_011543013.3	CUL5
XM_047427641.1	CUL5
XR_007062878.1	LOC124902748
NR_170163.1	ACAT1
NR_170162.1	ACAT1
NM_001386682.1	ACAT1
NM_001386681.1	ACAT1
NM_001386685.1	ACAT1
NM_001386686.1	ACAT1
NM_001386677.1	ACAT1
NM_001386679.1	ACAT1
NM_001386678.1	ACAT1
NM_001386687.1	ACAT1
NM_001386688.1	ACAT1
NM_001386690.1	ACAT1
NM_001386691.1	ACAT1
NM_001386689.1	ACAT1
NM_001321307.1	NPAT
XM_011542854.3	NPAT
XM_011542840.4	ATM
XM_047426977.1	ATM
XM_006718843.5	ATM
XM_047426979.1	ATM
XM_017017790.3	ATM
XM_047426975.1	ATM
NM_001351834.2	ATM
XM_047426978.1	ATM
XM_011542842.4	ATM
XM_011542843.3	ATM
XM_047426981.1	ATM
NM_001351835.2	ATM
XM_047426976.1	ATM
XM_005271562.6	ATM
NM_001351836.2	ATM
XM_011542844.4	ATM
XM_006718845.3	ATM
NR_147053.3	C11orf65
XM_047426461.1	C11orf65
XM_047426467.1	C11orf65
NM_001330368.2	C11orf65
XM_047426463.1	C11orf65
XM_047426473.1	C11orf65
NM_001351110.2	C11orf65
XM_047426462.1	C11orf65
XM_047426459.1	C11orf65
XM_047426458.1	C11orf65
XM_047426466.1	C11orf65
XM_047426460.1	C11orf65
XM_047426471.1	C11orf65
XM_047426470.1	C11orf65
XM_047426476.1	C11orf65
XM_047426477.1	C11orf65
XM_011542643.3	C11orf65
XM_047426469.1	C11orf65
XM_047426464.1	C11orf65
XM_047426478.1	C11orf65
XM_047426474.1	C11orf65
XM_011542641.3	C11orf65
XM_005271413.4	C11orf65
XM_005271412.4	C11orf65
XM_047426472.1	C11orf65
XM_047426465.1	C11orf65
XM_047426468.1	C11orf65
NM_001363502.2	POGLUT3
NM_001363503.2	POGLUT3
XM_047426422.1	POGLUT3
XM_011542621.3	POGLUT3
XM_047426421.1	POGLUT3
XR_007062879.1	LOC124902749
XR_947995.3	LOC112267909
XR_007062880.1	LOC112267909
XM_017017398.2	EXPH5
XM_017017397.2	EXPH5
XM_047426624.1	EXPH5
NM_001308019.2	EXPH5
XM_011542696.3	EXPH5
XM_047426627.1	EXPH5
XM_011542700.3	EXPH5
XM_017017400.2	EXPH5
XM_047426626.1	EXPH5
XM_011542698.3	EXPH5
NM_001144763.2	EXPH5
XM_047426629.1	EXPH5
XM_047426628.1	EXPH5
NM_001144765.2	EXPH5
XM_017017403.2	EXPH5
NM_001144764.2	EXPH5
XR_007062881.1	LOC124902750
XM_011542818.3	C11orf87
XM_011542817.3	C11orf87
XR_007062883.1	LOC124902751
XR_007062882.1	LOC124902751
XR_001748368.2	LINC02715
XR_947999.2	LINC02715
XR_002957265.1	LINC02715
XR_948003.3	LOC105369483
XR_948004.2	LOC105369484
XM_011543055.3	ZC3H12C
XM_005271715.5	ZC3H12C
XM_017018477.3	ZC3H12C
NM_001260493.2	RDX
NM_001260495.2	RDX
NM_001260496.2	RDX
NM_001260492.2	RDX
NM_001260494.2	RDX
XM_047427390.1	RDX
XM_047427391.1	RDX
XR_007062884.1	LOC124902752
NR_135100.2	LINC02732
XR_007062885.1	LOC107984385
XR_001748377.2	LOC107984385
XR_001748375.2	LOC107984385
XR_001748374.2	LOC107984385
XR_001748378.2	LOC107984385
XR_007062887.1	LOC107984385
XR_001748373.2	LOC107984385
XR_001748376.2	LOC107984385
XR_007062886.1	LOC107984385
XM_047426566.1	FDX1
NM_001258418.2	ARHGAP20
NM_001258416.2	ARHGAP20
NM_001258417.2	ARHGAP20
NM_020809.4	ARHGAP20
NM_001258415.2	ARHGAP20
XM_005271628.4	ARHGAP20
XR_007062888.1	LOC124902753
XR_007062889.1	LOC124902754
XR_948008.3	LOC105369488
XR_948009.2	LOC105369489
NR_149131.1	LINC02550
XR_428993.4	LOC102723966
XM_011542804.3	POU2AF2
NR_169237.1	COLCA1
NR_169241.1	COLCA1
NR_169245.1	COLCA1
NR_169244.1	COLCA1
NR_169242.1	COLCA1
NR_169243.1	COLCA1
XM_017017196.3	COLCA2
NM_001271457.2	COLCA2
NM_001370484.1	COLCA2
NM_001136105.3	COLCA2
XM_017017199.2	COLCA2
XM_047426365.1	COLCA2
XM_017017200.2	COLCA2
XM_047426364.1	COLCA2
XM_017017197.2	COLCA2
XR_948011.3	LOC105369491
XR_007062890.1	LOC124902755
NR_039712.1	MIR4491
XM_017017932.2	POU2AF1
XM_005271593.3	POU2AF1
XM_006718860.5	POU2AF1
XM_006718859.2	POU2AF1
XM_047427137.1	POU2AF1
XR_947835.3	BTG4
XR_947834.3	BTG4
XR_947852.3	BTG4
XR_947851.3	BTG4
XR_947849.3	BTG4
XR_007062488.1	BTG4
XR_001747911.3	BTG4
XR_947855.3	BTG4
XM_011542876.3	BTG4
XM_024448589.2	BTG4
XM_024448591.2	BTG4
XM_024448592.2	BTG4
XM_024448587.2	BTG4
XM_024448588.2	BTG4
XM_024448590.2	BTG4
XM_011542880.3	BTG4
NM_017589.4	BTG4
XM_011542879.3	BTG4
NM_001367974.1	BTG4
NM_001367976.1	BTG4
NR_046085.1	LOC100132078
XR_001748382.2	LOC107984386
XR_001748381.1	LOC644277
XR_001748380.1	LOC644277
NR_147706.1	MIR34BHG
NR_029839.1	MIR34B
NR_029840.1	MIR34C
NM_207430.2	HOATZ
NM_001318799.1	LAYN
NM_001258390.2	LAYN
NM_001258391.2	LAYN
XM_006718769.5	LAYN
XM_017017417.2	SIK2
XM_024448600.2	PPP2R1B
XM_047427193.1	PPP2R1B
XM_047427194.1	PPP2R1B
XM_047427195.1	PPP2R1B
XM_047427191.1	PPP2R1B
XM_047427190.1	PPP2R1B
XM_047427192.1	PPP2R1B
XM_047427189.1	PPP2R1B
NM_181700.2	PPP2R1B
XM_017017960.2	PPP2R1B
NM_181699.3	PPP2R1B
XM_047427196.1	PPP2R1B
NM_001177563.2	PPP2R1B
NM_001177562.2	PPP2R1B
XR_001747968.3	ALG9
XR_001747967.3	ALG9
XR_007062503.1	ALG9
XR_001747977.2	ALG9
XR_007062504.1	ALG9
XR_001747974.2	ALG9
NR_147984.2	ALG9
NM_001352409.1	ALG9
NM_001352418.1	ALG9
XM_017018314.3	ALG9
NM_001352417.1	ALG9
NM_001077690.1	ALG9
XM_024448695.2	ALG9
XM_005277723.6	ALG9
XM_006718913.4	ALG9
NM_001352410.1	ALG9
NM_001352413.1	ALG9
NM_001352412.2	ALG9
NM_001352414.2	ALG9
NM_001077692.2	ALG9
NM_001352420.2	ALG9
NM_001352421.2	ALG9
NM_001077691.2	ALG9
NM_001352422.2	ALG9
NM_001352423.2	ALG9
NM_001352411.2	ALG9
NM_001352416.1	ALG9
NM_001352419.1	ALG9
NM_001352415.1	ALG9
XM_047427609.1	ALG9
XR_007062891.1	LOC124902756
NR_038364.2	FDXACB1
XM_011542957.4	C11orf1
NM_001330371.2	C11orf1
NM_001368245.1	CRYAB
NM_001885.3	CRYAB
NM_001368246.1	CRYAB
NM_001289807.1	CRYAB
NM_001330379.1	CRYAB
NR_037651.1	HSPB2-C11orf52
XM_017018466.3	DIXDC1
XM_024448743.2	DIXDC1
XM_017018467.2	DIXDC1
NM_001278542.2	DIXDC1
XM_024448742.2	DIXDC1
NM_033425.5	DIXDC1
XM_047427787.1	DIXDC1
NR_164072.1	DLAT
NM_001372042.1	DLAT
NM_001372031.1	DLAT
NM_001372033.1	DLAT
NM_001372035.1	DLAT
NM_001372032.1	DLAT
NM_001372039.1	DLAT
NM_001372041.1	DLAT
NM_001372038.1	DLAT
NM_001372040.1	DLAT
NM_001372034.1	DLAT
NM_001372036.1	DLAT
NM_001372037.1	DLAT
XR_007062450.1	PIH1D2
XR_007062449.1	PIH1D2
XM_017017205.3	PIH1D2
XM_047426368.1	PIH1D2
XM_017017204.3	PIH1D2
XM_017017203.3	PIH1D2
NM_001082619.2	PIH1D2
XM_024448350.2	PIH1D2
XM_017017201.3	PIH1D2
XM_047426366.1	PIH1D2
XM_024448349.2	PIH1D2
XM_047426369.1	PIH1D2
NR_103469.2	NKAPD1
NM_001082970.2	NKAPD1
XM_047427197.1	NKAPD1
XM_047427198.1	NKAPD1
NM_001301019.2	NKAPD1
NM_001301021.2	NKAPD1
NM_001082969.2	NKAPD1
NM_001301017.2	NKAPD1
NR_028383.2	TIMM8B
NR_160400.1	TIMM8B
NR_077060.2	SDHD
NM_001276506.2	SDHD
NM_001276503.2	SDHD
NM_001276504.2	SDHD
NM_001243211.2	IL18
XM_011542805.2	IL18
NM_001386420.1	IL18
XR_001748384.2	LOC107987164
NM_001256398.3	BCO2
NM_001037290.4	BCO2
NM_001256397.3	BCO2
NM_001256400.3	BCO2
NR_133566.1	LOC100132686
NR_126004.1	LINC02762
XR_001748386.1	LOC107984388
XR_001748387.1	LOC107984389
NR_120559.1	LINC02763
NR_120560.1	LINC02763
NR_104155.1	LINC02764
XR_007062892.1	LOC124902757
XR_948018.3	LOC105369496
XR_948017.1	LOC105369496
XR_948016.1	LOC105369496
XR_007062964.1	LOC124902801
XR_948020.3	LOC105369498
NR_120563.1	LOC101928847
NM_001242607.2	NCAM1
NM_001400616.1	NCAM1
NM_001400621.1	NCAM1
NM_001400615.1	NCAM1
NM_001400624.1	NCAM1
NM_001386290.1	NCAM1
NM_001400623.1	NCAM1
NM_001400620.1	NCAM1
NM_001400618.1	NCAM1
NM_000615.7	NCAM1
NM_001400617.1	NCAM1
NM_001400622.1	NCAM1
NM_001386292.1	NCAM1
NM_001400614.1	NCAM1
NM_001400619.1	NCAM1
NM_001400612.1	NCAM1
NM_001400609.1	NCAM1
NM_001400608.1	NCAM1
NM_001400604.1	NCAM1
NM_001386289.1	NCAM1
NM_001076682.4	NCAM1
NM_001400605.1	NCAM1
NM_001400607.1	NCAM1
NM_001400603.1	NCAM1
NM_001242608.2	NCAM1
NM_001386291.1	NCAM1
NM_001400610.1	NCAM1
NM_001400606.1	NCAM1
NM_001400611.1	NCAM1
NM_001400613.1	NCAM1
NR_034101.1	NCAM1-AS1
XR_007062991.1	LOC124902814
XR_007062990.1	LOC124902814
XR_007062989.1	LOC124902814
XR_007062988.1	LOC124902814
XR_007062987.1	LOC124902814
NR_147891.2	TTC12
NR_165393.1	TTC12
NR_165392.1	TTC12
NM_001378064.1	TTC12
NM_001378065.1	TTC12
NM_001318533.2	TTC12
NM_001378063.1	TTC12
NM_001352037.2	TTC12
XM_017017475.2	ANKK1
XM_011542736.3	ANKK1
XM_011542737.3	ANKK1
XM_011542738.2	ANKK1
NM_016574.4	DRD2
XM_017017296.3	DRD2
XM_047426511.1	DRD2
NR_036183.1	MIR4301
XR_948024.2	LOC105369501
XR_001748391.2	LOC107984390
XR_001748390.2	LOC107984390
XR_007062893.1	LOC124902758
NR_110047.2	TMPRSS5
NR_110046.2	TMPRSS5
NM_001288749.2	TMPRSS5
NM_001288750.2	TMPRSS5
NM_001288752.2	TMPRSS5
NM_001288751.2	TMPRSS5
XM_017018558.3	ZW10
NM_001101389.1	CLDN25
NR_174609.1	USP28
NM_001400807.1	USP28
NM_001400809.1	USP28
NM_001346268.2	USP28
NM_001400813.1	USP28
NM_001400799.1	USP28
NM_001301029.2	USP28
NM_001346261.2	USP28
NM_001346269.2	USP28
NM_001400810.1	USP28
NM_001346260.2	USP28
NM_001346272.2	USP28
NM_001400801.1	USP28
NM_001400788.1	USP28
NM_001400793.1	USP28
NM_001346259.2	USP28
NM_001346257.2	USP28
NM_001346253.2	USP28
NM_001400789.1	USP28
NM_001400784.1	USP28
NM_001400805.1	USP28
NM_001400800.1	USP28
NM_001346262.2	USP28
NM_001400791.1	USP28
NM_001400790.1	USP28
NM_001400802.1	USP28
NM_001346267.2	USP28
NM_001346264.2	USP28
NM_001400803.1	USP28
NM_001346263.2	USP28
NM_001400792.1	USP28
NM_001346258.2	USP28
NM_020886.4	USP28
NM_001400786.1	USP28
NM_001346252.4	USP28
NM_001400812.1	USP28
NM_001400806.1	USP28
NM_001346271.2	USP28
NM_001346265.2	USP28
NM_001400787.1	USP28
NM_001346254.2	USP28
NM_001400785.1	USP28
NM_001400795.1	USP28
NM_001400811.1	USP28
NM_001400804.1	USP28
NM_001400796.1	USP28
NM_001346255.2	USP28
NM_001346270.2	USP28
NM_001400797.1	USP28
NM_001400794.1	USP28
NM_001346273.2	USP28
RF00066	LOC124902821
XM_024448767.2	HTR3B
NM_001363563.2	HTR3B
XM_047427869.1	HTR3B
XM_017018552.3	HTR3B
NR_046363.2	HTR3A
NM_213621.4	HTR3A
NM_001161772.3	HTR3A
XR_007062895.1	LOC124902760
XR_007062894.1	LOC124902759
XR_007062896.1	LOC124902761
NM_001354750.2	ZBTB16
XM_005271658.6	ZBTB16
XM_047427563.1	ZBTB16
NM_001354751.2	ZBTB16
NM_001018011.3	ZBTB16
NM_001354752.1	ZBTB16
NR_164073.1	NNMT
NM_001372047.1	NNMT
NM_001372046.1	NNMT
NM_001372045.1	NNMT
NR_120567.1	LOC101928940
XR_001748393.1	LOC107984391
NM_019021.4	C11orf71
NM_016090.4	RBM7
NM_001286046.2	RBM7
NM_001286047.2	RBM7
NM_001286048.2	RBM7
XR_001747769.2	NXPE2
XM_017017209.2	NXPE2
XM_017017207.2	NXPE2
XM_011542604.3	NXPE2
XM_017017212.2	NXPE2
XM_017017211.2	NXPE2
XM_017017206.2	NXPE2
NM_152315.5	NXPE1
XM_011542598.4	NXPE1
NM_001367953.1	NXPE1
NM_001395504.1	NXPE1
XM_047426372.1	NXPE1
XM_047426371.1	NXPE1
XM_011542599.4	NXPE1
XM_011542597.4	NXPE1
XM_011542596.4	NXPE1
XM_047426373.1	NXPE1
RF01210	LOC124902825
XM_047427150.1	NXPE4
XM_047427148.1	NXPE4
XM_047427151.1	NXPE4
XM_047427149.1	NXPE4
XM_047427147.1	NXPE4
XM_047427152.1	NXPE4
XM_011542881.3	NXPE4
NM_017678.3	NXPE4
XM_011542882.3	NXPE4
XM_006718865.4	NXPE4
XM_011542883.3	NXPE4
XR_948042.3	LOC105369506
NM_001098517.2	CADM1
XM_005271494.4	CADM1
NM_001301045.2	CADM1
NM_014333.4	CADM1
NM_001301044.2	CADM1
XM_047426695.1	CADM1
XM_017017457.3	CADM1
XM_047426691.1	CADM1
XM_047426690.1	CADM1
XM_047426693.1	CADM1
XM_047426692.1	CADM1
XM_047426694.1	CADM1
NR_135108.1	LOC105369509
NR_135103.1	CADM1-AS1
NR_135102.1	CADM1-AS1
XR_948048.2	LOC105369511
RF01210	LOC124902826
XR_001748394.3	LINC02698
NR_135066.2	LOC101928985
NR_034148.1	LINC00900
XR_001748395.2	LOC107987165
XR_948050.4	LINC02703
XR_001748396.2	LINC02703
XR_001748397.2	LINC02703
XR_429000.4	LINC02703
XR_001748398.2	LINC02703
XR_001748399.2	LINC02703
XR_001748400.1	LINC02703
XR_948056.2	LOC105369513
XR_948057.2	LOC105369513
XR_948055.2	LOC105369513
XR_001748401.1	LOC105369513
XR_001748402.2	LOC107984393
XR_007062897.1	LOC107984393
XR_001748403.2	LOC107987166
RF01210	LOC124902834
NR_174967.1	LINC02151
XR_001748078.1	LOC107984372
NR_135069.1	LINC02702
NM_001159736.2	BUD13
XM_011543035.3	BUD13
NM_001317086.2	ZPR1
XM_047427804.1	ZPR1
NM_001166598.2	APOA5
NM_052968.5	APOA5
XR_007062898.1	LOC124902762
NM_001318021.1	APOA1
NM_001318018.2	APOA1
NM_001318017.2	APOA1
XM_047426866.1	APOA1
NR_126362.1	APOA1-AS
XM_017017424.2	SIK3
XM_047426672.1	SIK3
XM_005271482.5	SIK3
XM_005271484.4	SIK3
XM_011542722.2	SIK3
XM_011542725.3	SIK3
XM_011542724.3	SIK3
XM_011542723.3	SIK3
XM_017017425.2	SIK3
XM_017017426.2	SIK3
XM_047426673.1	SIK3
XM_005271485.4	SIK3
NM_001281749.3	SIK3
NM_025164.6	SIK3
NM_001281748.3	SIK3
XM_047426671.1	SIK3
XM_011542726.2	SIK3
XM_047426674.1	SIK3
NM_001366687.1	SIK3
XM_047426676.1	SIK3
XM_047426675.1	SIK3
XR_007062899.1	LOC124902763
NR_110269.2	PAFAH1B2
NR_110268.2	PAFAH1B2
NR_110282.2	PAFAH1B2
XM_047427042.1	PAFAH1B2
XM_047427045.1	PAFAH1B2
XM_047427043.1	PAFAH1B2
NM_001184746.2	PAFAH1B2
NM_001184747.2	PAFAH1B2
NM_001184748.2	PAFAH1B2
NM_001309431.2	PAFAH1B2
XM_017017840.2	PAFAH1B2
XM_047427044.1	PAFAH1B2
NR_045215.1	LOC100652768
NM_001001522.2	TAGLN
XR_947871.4	PCSK7
XM_006718940.5	PCSK7
XM_047427866.1	PCSK7
XM_047427864.1	PCSK7
XM_047427861.1	PCSK7
XM_047427865.1	PCSK7
XM_047427863.1	PCSK7
XM_047427862.1	PCSK7
NM_001077239.2	RNF214
NM_001278249.2	RNF214
RF00564	LOC124900313
NM_138973.4	BACE1
NM_138971.4	BACE1
NM_138972.4	BACE1
XM_047426686.1	BACE1
NM_001207049.3	BACE1
NM_001207048.3	BACE1
NR_037803.2	BACE1-AS
NM_001271933.2	CEP164
XM_006718788.2	CEP164
XM_047426570.1	CEP164
XM_047426578.1	CEP164
XM_047426581.1	CEP164
XM_047426582.1	CEP164
XM_011542674.2	CEP164
XM_017017369.2	CEP164
XM_017017368.2	CEP164
XM_017017370.2	CEP164
XM_047426576.1	CEP164
XM_047426574.1	CEP164
XM_005271453.2	CEP164
XM_047426571.1	CEP164
XM_047426569.1	CEP164
XM_047426572.1	CEP164
XM_047426579.1	CEP164
XM_047426583.1	CEP164
XM_047426580.1	CEP164
XM_047426584.1	CEP164
XM_017017371.2	CEP164
XM_017017372.2	CEP164
XM_047426575.1	CEP164
XM_047426573.1	CEP164
XM_005271457.2	CEP164
XM_047426585.1	CEP164
XM_047426596.1	CEP164
XM_005271456.2	CEP164
XM_047426587.1	CEP164
XM_047426588.1	CEP164
XM_047426592.1	CEP164
XM_047426597.1	CEP164
XM_047426594.1	CEP164
XM_047426598.1	CEP164
XM_047426590.1	CEP164
XM_047426589.1	CEP164
XM_047426599.1	CEP164
XM_006718794.2	CEP164
XM_047426591.1	CEP164
XM_047426600.1	CEP164
XM_047426604.1	CEP164
XM_047426602.1	CEP164
XM_047426606.1	CEP164
XM_017017367.2	CEP164
XM_047426586.1	CEP164
XM_047426593.1	CEP164
XM_047426595.1	CEP164
XM_047426601.1	CEP164
XM_047426605.1	CEP164
XM_047426603.1	CEP164
XM_047426577.1	CEP164
XM_011542918.2	DSCAML1
XM_011542917.3	DSCAML1
XM_011542919.2	DSCAML1
XM_011542924.3	DSCAML1
XM_011542921.2	DSCAML1
XM_011542925.2	DSCAML1
NM_001367904.1	DSCAML1
NM_001367905.1	DSCAML1
XR_948060.3	LOC105369515
NM_001243598.4	FXYD6-FXYD2
NM_001204268.3	FXYD6-FXYD2
NM_021603.4	FXYD2
XR_007062900.1	FXYD6-AS1
NM_001164831.3	FXYD6
NM_001164832.3	FXYD6
NM_001164837.3	FXYD6
NM_001164836.3	FXYD6
NM_001206789.2	TMPRSS13
NM_001244995.2	TMPRSS13
NM_001206790.2	TMPRSS13
NR_026691.2	IL10RA
XM_047426882.1	IL10RA
XM_047426884.1	IL10RA
XM_047426883.1	IL10RA
NM_001394166.1	SMIM35
NM_001394164.1	SMIM35
XM_024448283.2	SMIM35
NM_001354434.2	SMIM35
NR_110734.2	TMPRSS4
XM_005271613.5	TMPRSS4
XM_011542901.3	TMPRSS4
XM_011542902.3	TMPRSS4
XM_005271614.4	TMPRSS4
XM_047427259.1	TMPRSS4
XM_005271615.4	TMPRSS4
NM_001083947.2	TMPRSS4
NM_001290094.2	TMPRSS4
NM_001173551.2	TMPRSS4
XM_047427260.1	TMPRSS4
NM_001290096.2	TMPRSS4
NM_001173552.2	TMPRSS4
XM_011542903.4	TMPRSS4
XM_011542904.3	TMPRSS4
XR_007062902.1	LOC105369517
XR_007062904.1	LOC105369517
XR_007062901.1	LOC105369517
XR_007062903.1	LOC105369517
XR_007062905.1	LOC105369517
NR_024527.2	SCN4B
NM_001142348.2	SCN4B
NM_001142349.2	SCN4B
NR_104479.2	JAML
NM_001286570.2	JAML
NM_001286571.2	JAML
NM_153206.3	JAML
NR_104404.2	MPZL3
NR_104405.2	MPZL3
NM_001286152.2	MPZL3
XM_006718775.3	MPZL3
NM_144765.3	MPZL2
XM_047426229.1	MPZL2
NM_001040651.2	CD3D
XM_006718941.4	CD3G
XM_005271724.5	CD3G
NM_004788.4	UBE4A
NR_046370.1	LOC100131626
NR_046369.1	LOC100131626
NR_033759.2	ATP5MG
XM_011542829.3	KMT2A
XM_011542831.3	KMT2A
XM_011542830.3	KMT2A
XM_047426963.1	KMT2A
XM_011542833.3	KMT2A
NM_005933.4	KMT2A
XM_006718839.4	KMT2A
XM_047426964.1	KMT2A
NR_120574.1	TTC36-AS1
NR_120576.1	TTC36-AS1
NR_120573.1	TTC36-AS1
NR_120575.1	TTC36-AS1
NR_120572.1	TTC36-AS1
NM_001346096.2	TTC36
NM_001346097.2	TTC36
NM_001346098.2	TTC36
NR_134852.2	TMEM25
XM_047427725.1	TMEM25
XM_047427741.1	TMEM25
XM_047427743.1	TMEM25
NM_001144037.2	TMEM25
XM_047427727.1	TMEM25
XM_047427740.1	TMEM25
NM_001144038.2	TMEM25
XM_047427739.1	TMEM25
XM_047427746.1	TMEM25
XM_047427726.1	TMEM25
XM_047427742.1	TMEM25
XM_047427721.1	TMEM25
XM_047427720.1	TMEM25
XM_047427723.1	TMEM25
XM_024448724.2	TMEM25
XM_047427733.1	TMEM25
XM_047427735.1	TMEM25
XM_047427730.1	TMEM25
XM_047427744.1	TMEM25
XM_006718926.3	TMEM25
XM_047427722.1	TMEM25
NM_001318755.2	TMEM25
NM_001144034.2	TMEM25
XM_047427731.1	TMEM25
XM_017018430.3	TMEM25
XM_011543038.3	TMEM25
NM_001318757.2	TMEM25
XM_047427734.1	TMEM25
XM_047427728.1	TMEM25
XM_047427738.1	TMEM25
XM_017018432.3	TMEM25
XM_047427745.1	TMEM25
NM_001144036.2	TMEM25
XM_017018422.3	TMEM25
XM_005271703.2	TMEM25
XM_047427724.1	TMEM25
NM_001144035.2	TMEM25
XM_047427732.1	TMEM25
XM_047427736.1	TMEM25
XM_047427729.1	TMEM25
XM_047427737.1	TMEM25
XM_017018433.3	TMEM25
XM_011542906.4	IFT46
XM_011542905.4	IFT46
XM_017018018.3	IFT46
XM_017018017.2	IFT46
NM_020153.4	IFT46
XR_007062907.1	LOC124902764
XR_007062906.1	LOC124902764
XM_005271542.5	ARCN1
NM_001142281.2	ARCN1
XM_047426899.1	ARCN1
XR_007062908.1	LOC124902765
XR_947813.3	PHLDB1
XR_007062463.1	PHLDB1
NM_015157.4	PHLDB1
XM_011542709.3	PHLDB1
XM_047426640.1	PHLDB1
XM_047426637.1	PHLDB1
XM_047426638.1	PHLDB1
XM_047426639.1	PHLDB1
XM_047426641.1	PHLDB1
XM_011542708.4	PHLDB1
NM_001144759.3	PHLDB1
XM_005271474.6	PHLDB1
XM_011542703.3	PHLDB1
XM_011542704.3	PHLDB1
XM_011542705.3	PHLDB1
XM_011542706.3	PHLDB1
XM_011542710.3	PHLDB1
XM_017017409.2	PHLDB1
XM_006718797.4	PHLDB1
XM_017017408.2	PHLDB1
XM_006718798.4	PHLDB1
XM_006718799.4	PHLDB1
XM_006718800.4	PHLDB1
XM_006718801.4	PHLDB1
XM_047426632.1	PHLDB1
XM_006718802.4	PHLDB1
XM_006718803.4	PHLDB1
XM_011542707.3	PHLDB1
XM_017017410.2	PHLDB1
XM_005271468.4	PHLDB1
XM_005271469.4	PHLDB1
XM_005271470.4	PHLDB1
XM_005271471.4	PHLDB1
XM_005271472.4	PHLDB1
XM_047426634.1	PHLDB1
XM_005271473.4	PHLDB1
XM_005277680.4	PHLDB1
XM_047426633.1	PHLDB1
XM_017017407.2	PHLDB1
XM_047426635.1	PHLDB1
XM_047426636.1	PHLDB1
XM_047426648.1	PHLDB1
XM_005271475.4	PHLDB1
XM_017017411.2	PHLDB1
XM_011542714.3	PHLDB1
XM_047426645.1	PHLDB1
XM_047426642.1	PHLDB1
XM_047426647.1	PHLDB1
XM_047426644.1	PHLDB1
XM_047426646.1	PHLDB1
XM_047426643.1	PHLDB1
XM_011542715.4	PHLDB1
NR_106773.1	MIR6716
NM_001301065.2	TREH
